City,Date,PM2.5,PM10,NO2,SO2,CO,O3,NO,NOx,NH3,AQI
Ahmedabad,2016-09-05,124.97,0.0,9.72,6.74,13.2,26.4,13.2,22.91,0.0,313.0
Ahmedabad,2016-09-06,124.97,0.0,9.72,6.74,13.2,26.4,13.2,22.91,0.0,313.0
Ahmedabad,2016-09-07,39.15,0.0,1.9,1.4,7.05,15.0,7.05,8.95,0.0,313.0
Ahmedabad,2016-09-08,38.06,0.0,22.63,14.75,6.96,3.47,6.96,29.58,0.0,257.0
Ahmedabad,2016-09-09,37.93,0.0,9.2,19.07,9.75,15.42,9.75,18.95,0.0,221.0
Ahmedabad,2016-09-10,86.63,0.0,6.39,9.97,11.74,20.38,11.74,18.13,0.0,267.0
Ahmedabad,2016-09-11,86.63,0.0,6.39,9.97,11.74,20.38,11.74,18.13,0.0,267.0
Ahmedabad,2016-09-12,86.63,0.0,6.39,9.97,11.74,20.38,11.74,18.13,0.0,267.0
Ahmedabad,2016-10-01,86.63,0.0,6.39,9.97,11.74,20.38,11.74,18.13,0.0,267.0
Ahmedabad,2016-10-02,86.63,0.0,6.39,9.97,11.74,20.38,11.74,18.13,0.0,267.0
Ahmedabad,2016-10-03,86.63,0.0,6.39,9.97,11.74,20.38,11.74,18.13,0.0,267.0
Ahmedabad,2016-10-04,86.63,0.0,6.39,9.97,11.74,20.38,11.74,18.13,0.0,267.0
Ahmedabad,2016-10-05,86.63,0.0,6.39,9.97,11.74,20.38,11.74,18.13,0.0,267.0
Ahmedabad,2016-10-06,86.63,0.0,6.39,9.97,11.74,20.38,11.74,18.13,0.0,267.0
Ahmedabad,2016-10-07,45.3,0.0,2.5,0.9,6.7,27.0,6.7,9.3,0.0,267.0
Ahmedabad,2016-10-08,20.19,0.0,18.13,15.01,10.41,4.9,10.41,28.54,0.0,300.0
Ahmedabad,2016-10-09,31.94,0.0,7.84,16.87,9.5,14.27,9.5,17.34,0.0,226.0
Ahmedabad,2016-10-10,70.34,0.0,7.1,12.49,11.25,20.13,11.25,18.35,0.0,232.0
Ahmedabad,2016-10-11,70.34,0.0,7.1,12.49,11.25,20.13,11.25,18.35,0.0,232.0
Ahmedabad,2016-10-12,70.34,0.0,7.1,12.49,11.25,20.13,11.25,18.35,0.0,232.0
Ahmedabad,2016-11-01,70.34,0.0,7.1,12.49,11.25,20.13,11.25,18.35,0.0,232.0
Ahmedabad,2016-11-02,70.34,0.0,7.1,12.49,11.25,20.13,11.25,18.35,0.0,232.0
Ahmedabad,2016-11-03,70.34,0.0,7.1,12.49,11.25,20.13,11.25,18.35,0.0,232.0
Ahmedabad,2016-11-04,70.34,0.0,7.1,12.49,11.25,20.13,11.25,18.35,0.0,232.0
Ahmedabad,2016-11-05,70.34,0.0,7.1,12.49,11.25,20.13,11.25,18.35,0.0,232.0
Ahmedabad,2016-11-06,70.34,0.0,7.1,12.49,11.25,20.13,11.25,18.35,0.0,232.0
Ahmedabad,2016-11-07,43.61,0.0,3.93,1.32,7.7,21.64,7.7,11.62,0.0,232.0
Ahmedabad,2016-11-08,10.45,0.0,17.81,14.26,12.59,5.87,12.59,30.41,0.0,309.0
Ahmedabad,2016-11-09,18.04,0.0,7.02,15.49,7.3,19.0,7.3,17.19,0.0,208.0
Ahmedabad,2016-11-10,50.49,0.0,5.04,13.29,10.91,22.39,10.91,15.95,0.0,229.0
Ahmedabad,2016-11-11,50.49,0.0,5.04,13.29,10.91,22.39,10.91,15.95,0.0,229.0
Ahmedabad,2016-11-12,50.49,0.0,5.04,13.29,10.91,22.39,10.91,15.95,0.0,229.0
Ahmedabad,2016-12-01,50.49,0.0,5.04,13.29,10.91,22.39,10.91,15.95,0.0,229.0
Ahmedabad,2016-12-02,50.49,0.0,5.04,13.29,10.91,22.39,10.91,15.95,0.0,229.0
Ahmedabad,2016-12-03,50.49,0.0,5.04,13.29,10.91,22.39,10.91,15.95,0.0,229.0
Ahmedabad,2016-12-04,50.49,0.0,5.04,13.29,10.91,22.39,10.91,15.95,0.0,229.0
Ahmedabad,2016-12-05,50.49,0.0,5.04,13.29,10.91,22.39,10.91,15.95,0.0,229.0
Ahmedabad,2016-12-06,50.49,0.0,5.04,13.29,10.91,22.39,10.91,15.95,0.0,229.0
Ahmedabad,2016-12-07,50.49,0.0,5.04,13.29,10.91,22.39,10.91,15.95,0.0,229.0
Ahmedabad,2016-12-08,29.87,0.0,14.69,14.56,13.53,9.6,13.53,28.22,0.0,316.0
Ahmedabad,2016-12-09,27.9,0.0,9.55,14.48,9.52,21.74,9.52,21.06,0.0,190.0
Ahmedabad,2016-12-10,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2016-12-11,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2016-12-12,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-01,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-02,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-03,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-04,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-05,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-06,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-07,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-08,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-09,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-10,42.25,0.0,6.55,9.61,11.07,24.3,11.07,17.62,0.0,227.0
Ahmedabad,2017-01-11,42.25,0.0,6.55,9.61,11.07,24.3,11.07,0.0,0.0,227.0
Ahmedabad,2017-01-12,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-01,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-02,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-03,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-04,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-05,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-06,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-07,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-08,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-09,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-10,85.51,0.0,98.09,107.36,30.39,40.02,30.39,70.53,0.0,764.0
Ahmedabad,2017-02-11,85.51,0.0,98.09,107.36,30.39,40.02,30.39,0.0,0.0,764.0
Ahmedabad,2017-02-12,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-01,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-02,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-03,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-04,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-05,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-06,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-07,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-08,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-09,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-10,80.89,0.0,71.52,103.62,6.14,73.62,6.14,39.47,0.0,330.0
Ahmedabad,2017-03-11,96.65,0.0,67.28,67.31,24.81,33.84,24.81,66.67,0.0,550.0
Ahmedabad,2017-03-12,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-01,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-02,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-03,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-04,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-05,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-06,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-07,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-08,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-09,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-10,58.62,0.0,61.64,88.67,5.49,73.62,5.49,34.16,0.0,205.0
Ahmedabad,2017-04-11,107.09,0.0,95.73,104.29,16.58,44.5,16.58,59.61,0.0,538.0
Ahmedabad,2017-04-12,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-01,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-02,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-03,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-04,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-05,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-06,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-07,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-08,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-09,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-10,68.53,0.0,61.38,85.69,5.78,73.62,5.78,34.25,0.0,164.0
Ahmedabad,2017-05-11,119.02,0.0,82.3,101.88,17.91,73.62,17.91,53.51,0.0,498.0
Ahmedabad,2017-05-12,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-01,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-02,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-03,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-04,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-05,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-06,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-07,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-08,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-09,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-10,81.38,0.0,55.07,58.91,5.9,39.29,5.9,31.27,0.0,187.0
Ahmedabad,2017-06-11,83.86,0.0,82.94,90.76,36.74,52.82,36.74,67.88,0.0,517.0
Ahmedabad,2017-06-12,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-01,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-02,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-03,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-04,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-05,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-06,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-07,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-08,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-09,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-10,56.54,0.0,32.13,31.81,5.46,66.39,5.46,19.75,0.0,149.0
Ahmedabad,2017-07-11,72.67,0.0,108.74,106.41,42.99,27.74,42.99,85.13,0.0,901.0
Ahmedabad,2017-07-12,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-01,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-02,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-03,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-04,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-05,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-06,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-07,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-08,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-09,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-10,74.08,0.0,57.73,45.02,7.19,40.27,7.19,33.53,0.0,215.0
Ahmedabad,2017-08-11,94.32,0.0,105.75,127.84,59.355999999999995,55.03,59.355999999999995,98.51,0.0,929.0
Ahmedabad,2017-08-12,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-01,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-02,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-03,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-04,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-05,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-06,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-07,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-08,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-09,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-10,62.76,0.0,62.02,74.08,5.58,73.62,5.58,34.05,0.0,284.0
Ahmedabad,2017-09-11,89.0,0.0,119.82,131.99,38.8,42.9,38.8,87.41,0.0,850.0
Ahmedabad,2017-09-12,86.09,0.0,72.14,114.3,5.9,59.39,5.9,39.59,0.0,167.0
Ahmedabad,2017-10-01,86.09,0.0,72.14,114.3,5.9,59.39,5.9,39.59,0.0,167.0
Ahmedabad,2017-10-02,86.09,0.0,72.14,114.3,5.9,59.39,5.9,39.59,0.0,167.0
Ahmedabad,2017-10-03,86.09,0.0,72.14,114.3,5.9,59.39,5.9,39.59,0.0,167.0
Ahmedabad,2017-10-04,86.09,0.0,72.14,114.3,5.9,59.39,5.9,39.59,0.0,167.0
Ahmedabad,2017-10-05,86.09,0.0,72.14,114.3,5.9,59.39,5.9,39.59,0.0,167.0
Ahmedabad,2017-10-06,86.09,0.0,72.14,114.3,5.9,59.39,5.9,39.59,0.0,167.0
Ahmedabad,2017-10-07,86.09,0.0,72.14,114.3,5.9,59.39,5.9,39.59,0.0,167.0
Ahmedabad,2017-10-08,86.09,0.0,72.14,114.3,5.9,59.39,5.9,39.59,0.0,167.0
Ahmedabad,2017-10-09,86.09,0.0,72.14,114.3,5.9,59.39,5.9,39.59,0.0,167.0
Ahmedabad,2017-10-10,64.55,0.0,72.14,114.3,5.9,17.7,5.9,45.75,0.0,167.0
Ahmedabad,2017-10-11,85.35,0.0,105.07,111.22,48.64,62.31,48.64,87.55,0.0,669.0
Ahmedabad,2017-10-12,59.74,0.0,77.12,98.31,26.28,42.01,26.28,57.23,0.0,337.0
Ahmedabad,2017-11-01,59.74,0.0,77.12,98.31,26.28,42.01,26.28,57.23,0.0,337.0
Ahmedabad,2017-11-02,59.74,0.0,77.12,98.31,26.28,42.01,26.28,57.23,0.0,337.0
Ahmedabad,2017-11-03,59.74,0.0,77.12,98.31,26.28,42.01,26.28,57.23,0.0,337.0
Ahmedabad,2017-11-04,59.74,0.0,77.12,98.31,26.28,42.01,26.28,57.23,0.0,337.0
Ahmedabad,2017-11-05,59.74,0.0,77.12,98.31,26.28,42.01,26.28,57.23,0.0,337.0
Ahmedabad,2017-11-06,59.74,0.0,77.12,98.31,26.28,42.01,26.28,57.23,0.0,337.0
Ahmedabad,2017-11-07,59.74,0.0,77.12,98.31,26.28,42.01,26.28,57.23,0.0,337.0
Ahmedabad,2017-11-08,59.74,0.0,77.12,98.31,26.28,42.01,26.28,57.23,0.0,337.0
Ahmedabad,2017-11-09,59.74,0.0,77.12,98.31,26.28,42.01,26.28,57.23,0.0,337.0
Ahmedabad,2017-11-10,61.72,0.0,77.12,98.31,26.28,9.73,26.28,36.6,0.0,105.0
Ahmedabad,2017-11-11,101.25,0.0,106.82,113.03,51.7,58.29,51.7,90.69,0.0,1017.7999999999965
Ahmedabad,2017-11-12,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-01,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-02,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-03,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-04,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-05,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-06,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-07,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-08,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-09,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-10,87.13,0.0,56.52,115.96,28.06,53.61,28.06,48.51,0.0,696.0
Ahmedabad,2017-12-11,90.02,0.0,99.02,130.27,47.15,67.89,47.15,83.49,0.0,707.0
Ahmedabad,2017-12-12,52.15,0.0,65.44,86.58,15.98,58.81,15.98,43.85,0.0,295.0
Ahmedabad,2018-01-01,84.46,0.0,87.62,102.36,7.58,69.02,7.58,48.4,0.0,278.0
Ahmedabad,2018-01-02,135.85099999999997,0.0,156.011,134.55399999999995,59.355999999999995,39.06,59.355999999999995,113.47,0.0,1017.7999999999965
Ahmedabad,2018-01-03,54.45,0.0,116.22,134.55399999999995,8.51,9.36,8.51,63.04,0.0,291.0
Ahmedabad,2018-01-04,80.56,0.0,126.32,118.21,44.37,52.22,44.37,95.06,0.0,579.0
Ahmedabad,2018-01-05,63.06,0.0,28.22,69.46,13.88,25.88,13.88,24.09,0.0,351.0
Ahmedabad,2018-01-06,78.16,0.0,55.31,59.64,18.21,15.87,18.21,40.57,0.0,355.0
Ahmedabad,2018-01-07,48.12,0.0,61.63,24.98,19.06,0.91,19.06,44.28,0.0,361.0
Ahmedabad,2018-01-08,63.4,0.0,48.24,109.6,26.58,0.91,26.58,43.36,0.0,453.0
Ahmedabad,2018-01-09,34.44,0.0,58.49,85.34,35.18,0.91,35.18,54.79,0.0,577.0
Ahmedabad,2018-01-10,33.95,0.0,156.011,74.04,59.21,45.36,59.21,113.47,0.0,951.0
Ahmedabad,2018-01-11,72.11,0.0,85.77,42.51,48.7,54.52,48.7,47.36,0.0,669.0
Ahmedabad,2018-01-12,96.58,0.0,80.15,52.73,42.1,42.37,42.1,42.52,0.0,657.0
Ahmedabad,2018-02-01,76.51,0.0,76.69,103.46,9.26,73.62,9.26,44.32,0.0,256.0
Ahmedabad,2018-02-02,88.37,0.0,155.73,106.29,15.14,44.14,15.14,87.26,0.0,433.0
Ahmedabad,2018-02-03,53.5,0.0,105.31,134.55399999999995,4.52,44.14,4.52,54.74,0.0,132.0
Ahmedabad,2018-02-04,103.75,0.0,98.54,117.34,22.81,50.17,22.81,65.46,0.0,1017.7999999999965
Ahmedabad,2018-02-05,46.17,0.0,30.48,51.35,10.7,27.9,10.7,22.85,0.0,286.0
Ahmedabad,2018-02-06,83.27,0.0,50.38,46.16,15.82,18.23,15.82,36.38,0.0,338.0
Ahmedabad,2018-02-07,36.8,0.0,53.33,24.97,21.07,1.16,21.07,41.74,0.0,385.0
Ahmedabad,2018-02-08,58.21,0.0,49.85,106.17,25.51,1.16,25.51,43.35,0.0,459.0
Ahmedabad,2018-02-09,28.8,0.0,49.07,101.38,28.47,1.16,28.47,45.18,0.0,440.0
Ahmedabad,2018-02-10,31.13,0.0,156.011,53.57,26.73,67.63,26.73,106.35,0.0,712.0
Ahmedabad,2018-02-11,78.48,0.0,110.63,67.06,49.94,46.93,49.94,54.14,0.0,1017.7999999999965
Ahmedabad,2018-02-12,91.37,0.0,91.43,51.83,28.26,38.19,28.26,37.49,0.0,702.0
Ahmedabad,2018-03-01,63.88,0.0,69.32,70.3,13.87,73.62,13.87,44.16,0.0,300.0
Ahmedabad,2018-03-02,96.64,0.0,156.011,134.55399999999995,59.355999999999995,7.97,59.355999999999995,113.47,0.0,692.0
Ahmedabad,2018-03-03,41.64,0.0,104.44,109.4,13.79,63.12,13.79,61.23,0.0,212.0
Ahmedabad,2018-03-04,75.68,0.0,70.57,106.94,10.93,68.45,10.93,42.58,0.0,498.0
Ahmedabad,2018-03-05,61.24,0.0,35.33,82.15,14.21,9.69,14.21,27.84,0.0,337.0
Ahmedabad,2018-03-06,63.79,0.0,48.44,56.5,14.35,9.69,14.35,34.34,0.0,351.0
Ahmedabad,2018-03-07,41.37,0.0,38.1,18.91,25.53,1.08,25.53,37.64,0.0,428.0
Ahmedabad,2018-03-08,47.83,0.0,49.36,113.31,25.73,3.22,25.73,43.28,0.0,468.0
Ahmedabad,2018-03-09,47.83,0.0,49.36,113.31,25.73,3.22,25.73,43.28,0.0,468.0
Ahmedabad,2018-03-10,58.28,0.0,127.95,128.38,15.84,66.85,15.84,74.24,0.0,483.0
Ahmedabad,2018-03-11,103.22,0.0,102.84,57.8,59.355999999999995,52.79,59.355999999999995,62.88,0.0,1017.7999999999965
Ahmedabad,2018-03-12,88.02,0.0,83.26,37.48,25.92,42.7,25.92,34.25,0.0,488.0
Ahmedabad,2018-04-01,81.1,0.0,109.07,93.3,19.42,65.69,19.42,67.15,0.0,532.0
Ahmedabad,2018-04-02,98.0,0.0,156.011,134.55399999999995,59.355999999999995,7.94,59.355999999999995,113.47,0.0,620.0
Ahmedabad,2018-04-03,32.36,0.0,78.27,71.59,25.68,44.82,25.68,57.34,0.0,717.0
Ahmedabad,2018-04-04,62.83,0.0,68.69,67.09,21.11,71.3,21.11,49.24,0.0,265.0
Ahmedabad,2018-04-05,41.81,0.0,27.69,36.92,8.66,71.3,8.66,19.91,0.0,249.0
Ahmedabad,2018-04-06,50.27,0.0,46.15,43.76,9.53,71.3,9.53,29.62,0.0,280.0
Ahmedabad,2018-04-07,135.85099999999997,0.0,28.1,46.94,27.2,0.88,27.2,34.0,0.0,440.0
Ahmedabad,2018-04-08,53.64,0.0,52.64,96.72,22.52,2.86,22.52,42.05,0.0,424.0
Ahmedabad,2018-04-09,114.85,0.0,85.74,28.74,33.16,17.57,33.16,66.57,0.0,424.0
Ahmedabad,2018-04-10,63.92,0.0,102.78,92.16,12.95,69.39,12.95,46.66,0.0,379.0
Ahmedabad,2018-04-11,70.39,0.0,55.52,69.83,44.04,59.5,44.04,37.71,0.0,625.0
Ahmedabad,2018-04-12,96.82,0.0,78.81,31.51,31.36,42.71,31.36,36.22,0.0,605.0
Ahmedabad,2018-05-01,73.61,0.0,156.011,93.86,25.96,36.51,25.96,103.8,0.0,534.0
Ahmedabad,2018-05-02,93.31,0.0,156.011,134.55399999999995,49.85,32.93,49.85,113.47,0.0,617.0
Ahmedabad,2018-05-03,29.98,0.0,114.5,97.02,22.14,37.0,22.14,72.38,0.0,525.0
Ahmedabad,2018-05-04,104.23,0.0,69.08,19.21,40.3,42.57,40.3,63.98,0.0,740.0
Ahmedabad,2018-05-05,55.09,0.0,33.93,57.46,15.63,42.57,15.63,28.21,0.0,376.0
Ahmedabad,2018-05-06,51.54,0.0,51.04,37.58,13.48,6.9,13.48,34.95,0.0,297.0
Ahmedabad,2018-05-07,37.15,0.0,58.02,34.41,34.33,1.04,34.33,53.92,0.0,510.0
Ahmedabad,2018-05-08,48.18,0.0,51.41,104.62,18.31,2.81,18.31,38.75,0.0,366.0
Ahmedabad,2018-05-09,20.8,0.0,70.32,53.18,26.8,22.44,26.8,54.3,0.0,366.0
Ahmedabad,2018-05-10,73.89,0.0,53.74,46.31,4.5,59.52,4.5,28.34,0.0,214.0
Ahmedabad,2018-05-11,107.9,0.0,109.59,49.76,43.47,55.01,43.47,50.08,0.0,803.0
Ahmedabad,2018-05-12,96.89,0.0,92.83,33.05,28.4,41.44,28.4,37.91,0.0,687.0
Ahmedabad,2018-06-01,75.79,0.0,146.8,113.82,31.55,41.95,31.55,95.16,0.0,738.0
Ahmedabad,2018-06-02,104.89,0.0,153.96,121.22,25.46,38.11,25.46,94.11,0.0,590.0
Ahmedabad,2018-06-03,33.3,0.0,128.12,99.65,52.23,42.05,52.23,111.18,0.0,777.0
